"name","date","followers","followers_change","rank","republican","followers_1k","description","date_label"
"elizabethwarren",2020-04-01,2378221,145,4,FALSE,2378,"US leads world in confirmed cases","2020-04-01 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-01,18743031,28614,2,TRUE,18743,"US leads world in confirmed cases","2020-04-01 :  US leads world in confirmed cases"
"sentedcruz",2020-04-01,465402,125,6,TRUE,465,"US leads world in confirmed cases","2020-04-01 :  US leads world in confirmed cases"
"barackobama",2020-04-02,27224821,6004,1,FALSE,27225,"US leads world in confirmed cases","2020-04-02 :  US leads world in confirmed cases"
"berniesanders",2020-04-02,4858846,6194,3,FALSE,4859,"US leads world in confirmed cases","2020-04-02 :  US leads world in confirmed cases"
"joebiden",2020-04-02,1674713,6689,5,FALSE,1675,"US leads world in confirmed cases","2020-04-02 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-02,2377712,-509,4,FALSE,2378,"US leads world in confirmed cases","2020-04-02 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-02,18780386,37355,2,TRUE,18780,"US leads world in confirmed cases","2020-04-02 :  US leads world in confirmed cases"
"sentedcruz",2020-04-02,465526,124,6,TRUE,466,"US leads world in confirmed cases","2020-04-02 :  US leads world in confirmed cases"
"barackobama",2020-04-03,27233313,8492,1,FALSE,27233,"US leads world in confirmed cases","2020-04-03 :  US leads world in confirmed cases"
"berniesanders",2020-04-03,4863858,5012,3,FALSE,4864,"US leads world in confirmed cases","2020-04-03 :  US leads world in confirmed cases"
"joebiden",2020-04-03,1679679,4966,5,FALSE,1680,"US leads world in confirmed cases","2020-04-03 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-03,2377630,-82,4,FALSE,2378,"US leads world in confirmed cases","2020-04-03 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-03,18808259,27873,2,TRUE,18808,"US leads world in confirmed cases","2020-04-03 :  US leads world in confirmed cases"
"sentedcruz",2020-04-03,465640,114,6,TRUE,466,"US leads world in confirmed cases","2020-04-03 :  US leads world in confirmed cases"
"barackobama",2020-04-04,27245668,12355,1,FALSE,27246,"US leads world in confirmed cases","2020-04-04 :  US leads world in confirmed cases"
"berniesanders",2020-04-04,4867588,3730,3,FALSE,4868,"US leads world in confirmed cases","2020-04-04 :  US leads world in confirmed cases"
"joebiden",2020-04-04,1685261,5582,5,FALSE,1685,"US leads world in confirmed cases","2020-04-04 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-04,2377222,-408,4,FALSE,2377,"US leads world in confirmed cases","2020-04-04 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-04,18831326,23067,2,TRUE,18831,"US leads world in confirmed cases","2020-04-04 :  US leads world in confirmed cases"
"sentedcruz",2020-04-04,465810,170,6,TRUE,466,"US leads world in confirmed cases","2020-04-04 :  US leads world in confirmed cases"
"barackobama",2020-04-05,27257443,11775,1,FALSE,27257,"US leads world in confirmed cases","2020-04-05 :  US leads world in confirmed cases"
"berniesanders",2020-04-05,4870622,3034,3,FALSE,4871,"US leads world in confirmed cases","2020-04-05 :  US leads world in confirmed cases"
"joebiden",2020-04-05,1690322,5061,5,FALSE,1690,"US leads world in confirmed cases","2020-04-05 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-05,2376960,-262,4,FALSE,2377,"US leads world in confirmed cases","2020-04-05 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-05,18853894,22568,2,TRUE,18854,"US leads world in confirmed cases","2020-04-05 :  US leads world in confirmed cases"
"sentedcruz",2020-04-05,465963,153,6,TRUE,466,"US leads world in confirmed cases","2020-04-05 :  US leads world in confirmed cases"
"barackobama",2020-04-06,27266771,9328,1,FALSE,27267,"US leads world in confirmed cases","2020-04-06 :  US leads world in confirmed cases"
"berniesanders",2020-04-06,4874054,3432,3,FALSE,4874,"US leads world in confirmed cases","2020-04-06 :  US leads world in confirmed cases"
"joebiden",2020-04-06,1695035,4713,5,FALSE,1695,"US leads world in confirmed cases","2020-04-06 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-06,2376701,-259,4,FALSE,2377,"US leads world in confirmed cases","2020-04-06 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-06,18882841,28947,2,TRUE,18883,"US leads world in confirmed cases","2020-04-06 :  US leads world in confirmed cases"
"sentedcruz",2020-04-06,466159,196,6,TRUE,466,"US leads world in confirmed cases","2020-04-06 :  US leads world in confirmed cases"
"barackobama",2020-04-07,27273408,6637,1,FALSE,27273,"US leads world in confirmed cases","2020-04-07 :  US leads world in confirmed cases"
"berniesanders",2020-04-07,4877677,3623,3,FALSE,4878,"US leads world in confirmed cases","2020-04-07 :  US leads world in confirmed cases"
"joebiden",2020-04-07,1699230,4195,5,FALSE,1699,"US leads world in confirmed cases","2020-04-07 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-07,2376272,-429,4,FALSE,2376,"US leads world in confirmed cases","2020-04-07 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-07,18905783,22942,2,TRUE,18906,"US leads world in confirmed cases","2020-04-07 :  US leads world in confirmed cases"
"sentedcruz",2020-04-07,466293,134,6,TRUE,466,"US leads world in confirmed cases","2020-04-07 :  US leads world in confirmed cases"
"barackobama",2020-04-08,27277229,3821,1,FALSE,27277,"US leads world in confirmed cases","2020-04-08 :  US leads world in confirmed cases"
"berniesanders",2020-04-08,4880831,3154,3,FALSE,4881,"US leads world in confirmed cases","2020-04-08 :  US leads world in confirmed cases"
"joebiden",2020-04-08,1703081,3851,5,FALSE,1703,"US leads world in confirmed cases","2020-04-08 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-08,2375817,-455,4,FALSE,2376,"US leads world in confirmed cases","2020-04-08 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-08,18927042,21259,2,TRUE,18927,"US leads world in confirmed cases","2020-04-08 :  US leads world in confirmed cases"
"sentedcruz",2020-04-08,466507,214,6,TRUE,467,"US leads world in confirmed cases","2020-04-08 :  US leads world in confirmed cases"
"barackobama",2020-04-09,27283461,6232,1,FALSE,27283,"US leads world in confirmed cases","2020-04-09 :  US leads world in confirmed cases"
"berniesanders",2020-04-09,4909581,28750,3,FALSE,4910,"US leads world in confirmed cases","2020-04-09 :  US leads world in confirmed cases"
"joebiden",2020-04-09,1717941,14860,5,FALSE,1718,"US leads world in confirmed cases","2020-04-09 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-09,2376398,581,4,FALSE,2376,"US leads world in confirmed cases","2020-04-09 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-09,18953348,26306,2,TRUE,18953,"US leads world in confirmed cases","2020-04-09 :  US leads world in confirmed cases"
"sentedcruz",2020-04-09,466705,198,6,TRUE,467,"US leads world in confirmed cases","2020-04-09 :  US leads world in confirmed cases"
"barackobama",2020-04-10,27290964,7503,1,FALSE,27291,"US leads world in confirmed cases","2020-04-10 :  US leads world in confirmed cases"
"berniesanders",2020-04-10,4923480,13899,3,FALSE,4923,"US leads world in confirmed cases","2020-04-10 :  US leads world in confirmed cases"
"joebiden",2020-04-10,1726699,8758,5,FALSE,1727,"US leads world in confirmed cases","2020-04-10 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-10,2376694,296,4,FALSE,2377,"US leads world in confirmed cases","2020-04-10 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-10,18983397,30049,2,TRUE,18983,"US leads world in confirmed cases","2020-04-10 :  US leads world in confirmed cases"
"sentedcruz",2020-04-10,466709,4,6,TRUE,467,"US leads world in confirmed cases","2020-04-10 :  US leads world in confirmed cases"
"barackobama",2020-04-11,27298104,7140,1,FALSE,27298,"US leads world in confirmed cases","2020-04-11 :  US leads world in confirmed cases"
"berniesanders",2020-04-11,4928075,4595,3,FALSE,4928,"US leads world in confirmed cases","2020-04-11 :  US leads world in confirmed cases"
"joebiden",2020-04-11,1732698,5999,5,FALSE,1733,"US leads world in confirmed cases","2020-04-11 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-11,2376373,-321,4,FALSE,2376,"US leads world in confirmed cases","2020-04-11 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-11,19008200,24803,2,TRUE,19008,"US leads world in confirmed cases","2020-04-11 :  US leads world in confirmed cases"
"sentedcruz",2020-04-11,466814,105,6,TRUE,467,"US leads world in confirmed cases","2020-04-11 :  US leads world in confirmed cases"
"barackobama",2020-04-12,27312812,14708,1,FALSE,27313,"US leads world in confirmed cases","2020-04-12 :  US leads world in confirmed cases"
"berniesanders",2020-04-12,4930844,2769,3,FALSE,4931,"US leads world in confirmed cases","2020-04-12 :  US leads world in confirmed cases"
"joebiden",2020-04-12,1738205,5507,5,FALSE,1738,"US leads world in confirmed cases","2020-04-12 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-12,2375960,-413,4,FALSE,2376,"US leads world in confirmed cases","2020-04-12 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-12,19031005,22805,2,TRUE,19031,"US leads world in confirmed cases","2020-04-12 :  US leads world in confirmed cases"
"sentedcruz",2020-04-12,467033,219,6,TRUE,467,"US leads world in confirmed cases","2020-04-12 :  US leads world in confirmed cases"
"barackobama",2020-04-13,27329380,16568,1,FALSE,27329,"US leads world in confirmed cases","2020-04-13 :  US leads world in confirmed cases"
"berniesanders",2020-04-13,4932857,2013,3,FALSE,4933,"US leads world in confirmed cases","2020-04-13 :  US leads world in confirmed cases"
"joebiden",2020-04-13,1742722,4517,5,FALSE,1743,"US leads world in confirmed cases","2020-04-13 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-13,2375973,13,4,FALSE,2376,"US leads world in confirmed cases","2020-04-13 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-13,19057788,26783,2,TRUE,19058,"US leads world in confirmed cases","2020-04-13 :  US leads world in confirmed cases"
"sentedcruz",2020-04-13,467151,118,6,TRUE,467,"US leads world in confirmed cases","2020-04-13 :  US leads world in confirmed cases"
"barackobama",2020-04-14,27341985,12605,1,FALSE,27342,"US leads world in confirmed cases","2020-04-14 :  US leads world in confirmed cases"
"berniesanders",2020-04-14,4934296,1439,3,FALSE,4934,"US leads world in confirmed cases","2020-04-14 :  US leads world in confirmed cases"
"joebiden",2020-04-14,1751233,8511,5,FALSE,1751,"US leads world in confirmed cases","2020-04-14 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-14,2375348,-625,4,FALSE,2375,"US leads world in confirmed cases","2020-04-14 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-14,19085385,27597,2,TRUE,19085,"US leads world in confirmed cases","2020-04-14 :  US leads world in confirmed cases"
"sentedcruz",2020-04-14,467304,153,6,TRUE,467,"US leads world in confirmed cases","2020-04-14 :  US leads world in confirmed cases"
"barackobama",2020-04-15,27373272,31287,1,FALSE,27373,"US leads world in confirmed cases","2020-04-15 :  US leads world in confirmed cases"
"berniesanders",2020-04-15,4942403,8107,3,FALSE,4942,"US leads world in confirmed cases","2020-04-15 :  US leads world in confirmed cases"
"joebiden",2020-04-15,1783900,32667,5,FALSE,1784,"US leads world in confirmed cases","2020-04-15 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-15,2374846,-502,4,FALSE,2375,"US leads world in confirmed cases","2020-04-15 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-15,19113492,28107,2,TRUE,19113,"US leads world in confirmed cases","2020-04-15 :  US leads world in confirmed cases"
"sentedcruz",2020-04-15,467537,233,6,TRUE,468,"US leads world in confirmed cases","2020-04-15 :  US leads world in confirmed cases"
"barackobama",2020-04-16,27399956,26684,1,FALSE,27400,"US leads world in confirmed cases","2020-04-16 :  US leads world in confirmed cases"
"berniesanders",2020-04-16,4955806,13403,3,FALSE,4956,"US leads world in confirmed cases","2020-04-16 :  US leads world in confirmed cases"
"joebiden",2020-04-16,1799120,15220,5,FALSE,1799,"US leads world in confirmed cases","2020-04-16 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-16,2375934,1088,4,FALSE,2376,"US leads world in confirmed cases","2020-04-16 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-16,19142917,29425,2,TRUE,19143,"US leads world in confirmed cases","2020-04-16 :  US leads world in confirmed cases"
"sentedcruz",2020-04-16,467832,295,6,TRUE,468,"US leads world in confirmed cases","2020-04-16 :  US leads world in confirmed cases"
"barackobama",2020-04-17,27414079,14123,1,FALSE,27414,"US leads world in confirmed cases","2020-04-17 :  US leads world in confirmed cases"
"berniesanders",2020-04-17,4960979,5173,3,FALSE,4961,"US leads world in confirmed cases","2020-04-17 :  US leads world in confirmed cases"
"joebiden",2020-04-17,1810265,11145,5,FALSE,1810,"US leads world in confirmed cases","2020-04-17 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-17,2376467,533,4,FALSE,2376,"US leads world in confirmed cases","2020-04-17 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-17,19173303,30386,2,TRUE,19173,"US leads world in confirmed cases","2020-04-17 :  US leads world in confirmed cases"
"sentedcruz",2020-04-17,468231,399,6,TRUE,468,"US leads world in confirmed cases","2020-04-17 :  US leads world in confirmed cases"
"barackobama",2020-04-18,27423566,9487,1,FALSE,27424,"US leads world in confirmed cases","2020-04-18 :  US leads world in confirmed cases"
"berniesanders",2020-04-18,4963028,2049,3,FALSE,4963,"US leads world in confirmed cases","2020-04-18 :  US leads world in confirmed cases"
"joebiden",2020-04-18,1818969,8704,5,FALSE,1819,"US leads world in confirmed cases","2020-04-18 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-18,2376771,304,4,FALSE,2377,"US leads world in confirmed cases","2020-04-18 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-18,19197649,24346,2,TRUE,19198,"US leads world in confirmed cases","2020-04-18 :  US leads world in confirmed cases"
"sentedcruz",2020-04-18,468616,385,6,TRUE,469,"US leads world in confirmed cases","2020-04-18 :  US leads world in confirmed cases"
"barackobama",2020-04-19,27437950,14384,1,FALSE,27438,"US leads world in confirmed cases","2020-04-19 :  US leads world in confirmed cases"
"berniesanders",2020-04-19,4964568,1540,3,FALSE,4965,"US leads world in confirmed cases","2020-04-19 :  US leads world in confirmed cases"
"joebiden",2020-04-19,1828378,9409,5,FALSE,1828,"US leads world in confirmed cases","2020-04-19 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-19,2377146,375,4,FALSE,2377,"US leads world in confirmed cases","2020-04-19 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-19,19219215,21566,2,TRUE,19219,"US leads world in confirmed cases","2020-04-19 :  US leads world in confirmed cases"
"sentedcruz",2020-04-19,469018,402,6,TRUE,469,"US leads world in confirmed cases","2020-04-19 :  US leads world in confirmed cases"
"barackobama",2020-04-20,27455049,17099,1,FALSE,27455,"US leads world in confirmed cases","2020-04-20 :  US leads world in confirmed cases"
"berniesanders",2020-04-20,4965564,996,3,FALSE,4966,"US leads world in confirmed cases","2020-04-20 :  US leads world in confirmed cases"
"joebiden",2020-04-20,1837319,8941,5,FALSE,1837,"US leads world in confirmed cases","2020-04-20 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-20,2377333,187,4,FALSE,2377,"US leads world in confirmed cases","2020-04-20 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-20,19237933,18718,2,TRUE,19238,"US leads world in confirmed cases","2020-04-20 :  US leads world in confirmed cases"
"sentedcruz",2020-04-20,469416,398,6,TRUE,469,"US leads world in confirmed cases","2020-04-20 :  US leads world in confirmed cases"
"barackobama",2020-04-21,27469422,14373,1,FALSE,27469,"US leads world in confirmed cases","2020-04-21 :  US leads world in confirmed cases"
"berniesanders",2020-04-21,4965075,-489,3,FALSE,4965,"US leads world in confirmed cases","2020-04-21 :  US leads world in confirmed cases"
"joebiden",2020-04-21,1845245,7926,5,FALSE,1845,"US leads world in confirmed cases","2020-04-21 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-21,2377005,-328,4,FALSE,2377,"US leads world in confirmed cases","2020-04-21 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-21,19268426,30493,2,TRUE,19268,"US leads world in confirmed cases","2020-04-21 :  US leads world in confirmed cases"
"sentedcruz",2020-04-21,469783,367,6,TRUE,470,"US leads world in confirmed cases","2020-04-21 :  US leads world in confirmed cases"
"barackobama",2020-04-22,27473292,3870,1,FALSE,27473,"US leads world in confirmed cases","2020-04-22 :  US leads world in confirmed cases"
"berniesanders",2020-04-22,4965544,469,3,FALSE,4966,"US leads world in confirmed cases","2020-04-22 :  US leads world in confirmed cases"
"joebiden",2020-04-22,1854034,8789,5,FALSE,1854,"US leads world in confirmed cases","2020-04-22 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-22,2377233,228,4,FALSE,2377,"US leads world in confirmed cases","2020-04-22 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-22,19288978,20552,2,TRUE,19289,"US leads world in confirmed cases","2020-04-22 :  US leads world in confirmed cases"
"sentedcruz",2020-04-22,470163,380,6,TRUE,470,"US leads world in confirmed cases","2020-04-22 :  US leads world in confirmed cases"
"barackobama",2020-04-23,27483002,9710,1,FALSE,27483,"US leads world in confirmed cases","2020-04-23 :  US leads world in confirmed cases"
"berniesanders",2020-04-23,4966370,826,3,FALSE,4966,"US leads world in confirmed cases","2020-04-23 :  US leads world in confirmed cases"
"joebiden",2020-04-23,1863535,9501,5,FALSE,1864,"US leads world in confirmed cases","2020-04-23 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-23,2377704,471,4,FALSE,2378,"US leads world in confirmed cases","2020-04-23 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-23,19308334,19356,2,TRUE,19308,"US leads world in confirmed cases","2020-04-23 :  US leads world in confirmed cases"
"sentedcruz",2020-04-23,470431,268,6,TRUE,470,"US leads world in confirmed cases","2020-04-23 :  US leads world in confirmed cases"
"barackobama",2020-04-24,27492355,9353,1,FALSE,27492,"US leads world in confirmed cases","2020-04-24 :  US leads world in confirmed cases"
"berniesanders",2020-04-24,4965041,-1329,3,FALSE,4965,"US leads world in confirmed cases","2020-04-24 :  US leads world in confirmed cases"
"joebiden",2020-04-24,1872222,8687,5,FALSE,1872,"US leads world in confirmed cases","2020-04-24 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-24,2379078,1374,4,FALSE,2379,"US leads world in confirmed cases","2020-04-24 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-24,19329844,21510,2,TRUE,19330,"US leads world in confirmed cases","2020-04-24 :  US leads world in confirmed cases"
"sentedcruz",2020-04-24,470639,208,6,TRUE,471,"US leads world in confirmed cases","2020-04-24 :  US leads world in confirmed cases"
"barackobama",2020-04-25,27505034,12679,1,FALSE,27505,"US leads world in confirmed cases","2020-04-25 :  US leads world in confirmed cases"
"berniesanders",2020-04-25,4964879,-162,3,FALSE,4965,"US leads world in confirmed cases","2020-04-25 :  US leads world in confirmed cases"
"joebiden",2020-04-25,1890507,18285,5,FALSE,1891,"US leads world in confirmed cases","2020-04-25 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-25,2380282,1204,4,FALSE,2380,"US leads world in confirmed cases","2020-04-25 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-25,19350825,20981,2,TRUE,19351,"US leads world in confirmed cases","2020-04-25 :  US leads world in confirmed cases"
"sentedcruz",2020-04-25,470825,186,6,TRUE,471,"US leads world in confirmed cases","2020-04-25 :  US leads world in confirmed cases"
"barackobama",2020-04-26,27514838,9804,1,FALSE,27515,"US leads world in confirmed cases","2020-04-26 :  US leads world in confirmed cases"
"berniesanders",2020-04-26,4964636,-243,3,FALSE,4965,"US leads world in confirmed cases","2020-04-26 :  US leads world in confirmed cases"
"joebiden",2020-04-26,1901149,10642,5,FALSE,1901,"US leads world in confirmed cases","2020-04-26 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-26,2381011,729,4,FALSE,2381,"US leads world in confirmed cases","2020-04-26 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-26,19371670,20845,2,TRUE,19372,"US leads world in confirmed cases","2020-04-26 :  US leads world in confirmed cases"
"sentedcruz",2020-04-26,471006,181,6,TRUE,471,"US leads world in confirmed cases","2020-04-26 :  US leads world in confirmed cases"
"barackobama",2020-04-27,27526912,12074,1,FALSE,27527,"US leads world in confirmed cases","2020-04-27 :  US leads world in confirmed cases"
"berniesanders",2020-04-27,4964701,65,3,FALSE,4965,"US leads world in confirmed cases","2020-04-27 :  US leads world in confirmed cases"
"joebiden",2020-04-27,1907896,6747,5,FALSE,1908,"US leads world in confirmed cases","2020-04-27 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-27,2381675,664,4,FALSE,2382,"US leads world in confirmed cases","2020-04-27 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-27,19393414,21744,2,TRUE,19393,"US leads world in confirmed cases","2020-04-27 :  US leads world in confirmed cases"
"sentedcruz",2020-04-27,471259,253,6,TRUE,471,"US leads world in confirmed cases","2020-04-27 :  US leads world in confirmed cases"
"barackobama",2020-04-28,27538188,11276,1,FALSE,27538,"US leads world in confirmed cases","2020-04-28 :  US leads world in confirmed cases"
"berniesanders",2020-04-28,4963933,-768,3,FALSE,4964,"US leads world in confirmed cases","2020-04-28 :  US leads world in confirmed cases"
"joebiden",2020-04-28,1918202,10306,5,FALSE,1918,"US leads world in confirmed cases","2020-04-28 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-28,2382933,1258,4,FALSE,2383,"US leads world in confirmed cases","2020-04-28 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-28,19410167,16753,2,TRUE,19410,"US leads world in confirmed cases","2020-04-28 :  US leads world in confirmed cases"
"sentedcruz",2020-04-28,471440,181,6,TRUE,471,"US leads world in confirmed cases","2020-04-28 :  US leads world in confirmed cases"
"barackobama",2020-04-29,27549699,11511,1,FALSE,27550,"US leads world in confirmed cases","2020-04-29 :  US leads world in confirmed cases"
"berniesanders",2020-04-29,4963538,-395,3,FALSE,4964,"US leads world in confirmed cases","2020-04-29 :  US leads world in confirmed cases"
"joebiden",2020-04-29,1927895,9693,5,FALSE,1928,"US leads world in confirmed cases","2020-04-29 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-29,2383825,892,4,FALSE,2384,"US leads world in confirmed cases","2020-04-29 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-29,19428219,18052,2,TRUE,19428,"US leads world in confirmed cases","2020-04-29 :  US leads world in confirmed cases"
"sentedcruz",2020-04-29,471709,269,6,TRUE,472,"US leads world in confirmed cases","2020-04-29 :  US leads world in confirmed cases"
"barackobama",2020-04-30,27560294,10595,1,FALSE,27560,"US leads world in confirmed cases","2020-04-30 :  US leads world in confirmed cases"
"berniesanders",2020-04-30,4963549,11,3,FALSE,4964,"US leads world in confirmed cases","2020-04-30 :  US leads world in confirmed cases"
"joebiden",2020-04-30,1935395,7500,5,FALSE,1935,"US leads world in confirmed cases","2020-04-30 :  US leads world in confirmed cases"
"elizabethwarren",2020-04-30,2384829,1004,4,FALSE,2385,"US leads world in confirmed cases","2020-04-30 :  US leads world in confirmed cases"
"realdonaldtrump",2020-04-30,19446472,18253,2,TRUE,19446,"US leads world in confirmed cases","2020-04-30 :  US leads world in confirmed cases"
"sentedcruz",2020-04-30,471918,209,6,TRUE,472,"US leads world in confirmed cases","2020-04-30 :  US leads world in confirmed cases"
"barackobama",2020-05-01,27566959,6665,1,FALSE,27567,"US leads world in confirmed cases","2020-05-01 :  US leads world in confirmed cases"
"berniesanders",2020-05-01,4963139,-410,3,FALSE,4963,"US leads world in confirmed cases","2020-05-01 :  US leads world in confirmed cases"
"joebiden",2020-05-01,1944831,9436,5,FALSE,1945,"US leads world in confirmed cases","2020-05-01 :  US leads world in confirmed cases"
"elizabethwarren",2020-05-01,2385818,989,4,FALSE,2386,"US leads world in confirmed cases","2020-05-01 :  US leads world in confirmed cases"
"realdonaldtrump",2020-05-01,19463233,16761,2,TRUE,19463,"US leads world in confirmed cases","2020-05-01 :  US leads world in confirmed cases"
"sentedcruz",2020-05-01,472068,150,6,TRUE,472,"US leads world in confirmed cases","2020-05-01 :  US leads world in confirmed cases"
"barackobama",2020-05-02,27575399,8440,1,FALSE,27575,"US leads world in confirmed cases","2020-05-02 :  US leads world in confirmed cases"
"berniesanders",2020-05-02,4962817,-322,3,FALSE,4963,"US leads world in confirmed cases","2020-05-02 :  US leads world in confirmed cases"
"joebiden",2020-05-02,1953139,8308,5,FALSE,1953,"US leads world in confirmed cases","2020-05-02 :  US leads world in confirmed cases"
"elizabethwarren",2020-05-02,2386426,608,4,FALSE,2386,"US leads world in confirmed cases","2020-05-02 :  US leads world in confirmed cases"
"realdonaldtrump",2020-05-02,19480493,17260,2,TRUE,19480,"US leads world in confirmed cases","2020-05-02 :  US leads world in confirmed cases"
"sentedcruz",2020-05-02,472176,108,6,TRUE,472,"US leads world in confirmed cases","2020-05-02 :  US leads world in confirmed cases"
"barackobama",2020-05-03,27586081,10682,1,FALSE,27586,"US leads world in confirmed cases","2020-05-03 :  US leads world in confirmed cases"
"berniesanders",2020-05-03,4962408,-409,3,FALSE,4962,"US leads world in confirmed cases","2020-05-03 :  US leads world in confirmed cases"
"joebiden",2020-05-03,1960820,7681,5,FALSE,1961,"US leads world in confirmed cases","2020-05-03 :  US leads world in confirmed cases"
"elizabethwarren",2020-05-03,2387147,721,4,FALSE,2387,"US leads world in confirmed cases","2020-05-03 :  US leads world in confirmed cases"
"realdonaldtrump",2020-05-03,19493369,12876,2,TRUE,19493,"US leads world in confirmed cases","2020-05-03 :  US leads world in confirmed cases"
"sentedcruz",2020-05-03,472275,99,6,TRUE,472,"US leads world in confirmed cases","2020-05-03 :  US leads world in confirmed cases"
"barackobama",2020-05-04,27597434,11353,1,FALSE,27597,"US leads world in confirmed cases","2020-05-04 :  US leads world in confirmed cases"
"berniesanders",2020-05-04,4961818,-590,3,FALSE,4962,"US leads world in confirmed cases","2020-05-04 :  US leads world in confirmed cases"
"joebiden",2020-05-04,1968281,7461,5,FALSE,1968,"US leads world in confirmed cases","2020-05-04 :  US leads world in confirmed cases"
"elizabethwarren",2020-05-04,2387287,140,4,FALSE,2387,"US leads world in confirmed cases","2020-05-04 :  US leads world in confirmed cases"
"realdonaldtrump",2020-05-04,19507553,14184,2,TRUE,19508,"US leads world in confirmed cases","2020-05-04 :  US leads world in confirmed cases"
"sentedcruz",2020-05-04,472363,88,6,TRUE,472,"US leads world in confirmed cases","2020-05-04 :  US leads world in confirmed cases"
"barackobama",2020-05-05,27607243,9809,1,FALSE,27607,"US leads world in confirmed cases","2020-05-05 :  US leads world in confirmed cases"
"berniesanders",2020-05-05,4961203,-615,3,FALSE,4961,"US leads world in confirmed cases","2020-05-05 :  US leads world in confirmed cases"
"joebiden",2020-05-05,1975746,7465,5,FALSE,1976,"US leads world in confirmed cases","2020-05-05 :  US leads world in confirmed cases"
"elizabethwarren",2020-05-05,2387267,-20,4,FALSE,2387,"US leads world in confirmed cases","2020-05-05 :  US leads world in confirmed cases"
"realdonaldtrump",2020-05-05,19519240,11687,2,TRUE,19519,"US leads world in confirmed cases","2020-05-05 :  US leads world in confirmed cases"
"sentedcruz",2020-05-05,472436,73,6,TRUE,472,"US leads world in confirmed cases","2020-05-05 :  US leads world in confirmed cases"
"barackobama",2020-05-06,27624554,17311,1,FALSE,27625,"US leads world in confirmed cases","2020-05-06 :  US leads world in confirmed cases"
"berniesanders",2020-05-06,4961094,-109,3,FALSE,4961,"US leads world in confirmed cases","2020-05-06 :  US leads world in confirmed cases"
"joebiden",2020-05-06,1981827,6081,5,FALSE,1982,"US leads world in confirmed cases","2020-05-06 :  US leads world in confirmed cases"
"elizabethwarren",2020-05-06,2387610,343,4,FALSE,2388,"US leads world in confirmed cases","2020-05-06 :  US leads world in confirmed cases"
